# Gross electricity production by detailed fuel, TWh (converted from GWh).
# Source: Eurostat, nrg_bal_peh "Production of electricity and derived heat by type of fuel",
#   indicator GEP (gross electricity production). (c) European Union; reuse permitted with attribution.
#   https://ec.europa.eu/eurostat/databrowser/view/nrg_bal_peh
# Trimmed by data/stage-energy-sources.mjs.
entity,year,fuel,subfuel,twh
italy,1994,coal,coal-subbit,0
italy,1994,otherren,or-geo,3.417
italy,1994,otherren,or-tidal,0
italy,1995,bio,bio-solid,0.03
italy,1995,coal,coal-anthr,0
italy,1995,coal,coal-bitum,23.97
italy,1995,coal,coal-coking,0
italy,1995,coal,coal-lignite,0.152
italy,1995,coal,coal-subbit,0
italy,1995,otherren,or-geo,3.436
italy,1995,otherren,or-tidal,0
italy,1996,bio,bio-solid,0.049
italy,1996,coal,coal-anthr,0
italy,1996,coal,coal-bitum,21.966
italy,1996,coal,coal-coking,0
italy,1996,coal,coal-lignite,0.114
italy,1996,coal,coal-subbit,0
italy,1996,otherren,or-geo,3.762
italy,1996,otherren,or-tidal,0
italy,1997,bio,bio-solid,0.064
italy,1997,coal,coal-anthr,0
italy,1997,coal,coal-bitum,20.384
italy,1997,coal,coal-coking,0
italy,1997,coal,coal-lignite,0.134
italy,1997,coal,coal-subbit,0
italy,1997,otherren,or-geo,3.905
italy,1997,otherren,or-tidal,0
italy,1998,bio,bio-solid,0.066
italy,1998,coal,coal-anthr,0
italy,1998,coal,coal-bitum,22.987
italy,1998,coal,coal-coking,0
italy,1998,coal,coal-lignite,0.324
italy,1998,coal,coal-subbit,0
italy,1998,otherren,or-geo,4.214
italy,1998,otherren,or-tidal,0
italy,1999,bio,bio-solid,0.217
italy,1999,coal,coal-anthr,0
italy,1999,coal,coal-bitum,23.551
italy,1999,coal,coal-coking,0
italy,1999,coal,coal-lignite,0.261
italy,1999,coal,coal-subbit,0
italy,1999,otherren,or-geo,4.403
italy,1999,otherren,or-tidal,0
italy,2000,bio,bio-solid,0.4247
italy,2000,coal,coal-anthr,0
italy,2000,coal,coal-bitum,26.266
italy,2000,coal,coal-coking,0
italy,2000,coal,coal-lignite,0.006
italy,2000,coal,coal-subbit,0
italy,2000,otherren,or-geo,4.705
italy,2000,otherren,or-tidal,0
italy,2001,bio,bio-solid,0.5192
italy,2001,coal,coal-anthr,0
italy,2001,coal,coal-bitum,31.727
italy,2001,coal,coal-coking,0
italy,2001,coal,coal-lignite,0.003
italy,2001,coal,coal-subbit,0
italy,2001,otherren,or-geo,4.507
italy,2001,otherren,or-tidal,0
italy,2002,bio,bio-solid,1.0522
italy,2002,coal,coal-anthr,0
italy,2002,coal,coal-bitum,35.447
italy,2002,coal,coal-coking,0
italy,2002,coal,coal-lignite,0
italy,2002,coal,coal-subbit,0
italy,2002,otherren,or-geo,4.662
italy,2002,otherren,or-tidal,0
italy,2003,bio,bio-solid,1.4337
italy,2003,coal,coal-anthr,0
italy,2003,coal,coal-bitum,38.813
italy,2003,coal,coal-coking,0
italy,2003,coal,coal-lignite,0
italy,2003,coal,coal-subbit,0
italy,2003,otherren,or-geo,5.341
italy,2003,otherren,or-tidal,0
italy,2004,bio,bio-solid,1.9127
italy,2004,coal,coal-anthr,0
italy,2004,coal,coal-bitum,45.518
italy,2004,coal,coal-coking,0
italy,2004,coal,coal-lignite,0
italy,2004,coal,coal-subbit,0
italy,2004,otherren,or-geo,5.4373
italy,2004,otherren,or-tidal,0
italy,2005,bio,bio-solid,2.1669
italy,2005,coal,coal-anthr,0
italy,2005,coal,coal-bitum,43.606
italy,2005,coal,coal-coking,0
italy,2005,coal,coal-lignite,0
italy,2005,coal,coal-subbit,0
italy,2005,otherren,or-geo,5.3245
italy,2005,otherren,or-tidal,0
italy,2006,bio,bio-solid,2.3123
italy,2006,coal,coal-anthr,0
italy,2006,coal,coal-bitum,44.208
italy,2006,coal,coal-coking,0
italy,2006,coal,coal-lignite,0
italy,2006,coal,coal-subbit,0
italy,2006,otherren,or-geo,5.5274
italy,2006,otherren,or-tidal,0
italy,2007,bio,bio-solid,2.2975
italy,2007,coal,coal-anthr,0
italy,2007,coal,coal-bitum,44.112
italy,2007,coal,coal-coking,0
italy,2007,coal,coal-lignite,0
italy,2007,coal,coal-subbit,0
italy,2007,otherren,or-geo,5.5691
italy,2007,otherren,or-tidal,0
italy,2008,bio,bio-solid,2.7461
italy,2008,coal,coal-anthr,0
italy,2008,coal,coal-bitum,43.073
italy,2008,coal,coal-coking,0
italy,2008,coal,coal-lignite,0
italy,2008,coal,coal-subbit,0
italy,2008,otherren,or-geo,5.5203
italy,2008,otherren,or-tidal,0
italy,2009,bio,bio-solid,2.8277
italy,2009,coal,coal-anthr,0
italy,2009,coal,coal-bitum,38.593
italy,2009,coal,coal-coking,0
italy,2009,coal,coal-lignite,0
italy,2009,coal,coal-subbit,1.152
italy,2009,otherren,or-geo,5.3418
italy,2009,otherren,or-tidal,0
italy,2010,bio,bio-solid,2.2609
italy,2010,coal,coal-anthr,0
italy,2010,coal,coal-bitum,38.965
italy,2010,coal,coal-coking,0
italy,2010,coal,coal-lignite,0
italy,2010,coal,coal-subbit,0.769
italy,2010,otherren,or-geo,5.3759
italy,2010,otherren,or-tidal,0
italy,2011,bio,bio-solid,2.5221
italy,2011,coal,coal-anthr,0
italy,2011,coal,coal-bitum,44.357
italy,2011,coal,coal-coking,0
italy,2011,coal,coal-lignite,0
italy,2011,coal,coal-subbit,0.369
italy,2011,otherren,or-geo,5.6543
italy,2011,otherren,or-tidal,0
italy,2012,bio,bio-solid,2.5823
italy,2012,coal,coal-anthr,0
italy,2012,coal,coal-bitum,48.308
italy,2012,coal,coal-coking,0
italy,2012,coal,coal-lignite,0
italy,2012,coal,coal-subbit,0.833
italy,2012,otherren,or-geo,5.5917
italy,2012,otherren,or-tidal,0
italy,2013,bio,bio-solid,3.6788
italy,2013,coal,coal-anthr,0
italy,2013,coal,coal-bitum,44.114
italy,2013,coal,coal-coking,0
italy,2013,coal,coal-lignite,0
italy,2013,coal,coal-subbit,0.991
italy,2013,otherren,or-geo,5.6592
italy,2013,otherren,or-tidal,0
italy,2014,bio,bio-solid,3.8226
italy,2014,coal,coal-anthr,0
italy,2014,coal,coal-bitum,42.507
italy,2014,coal,coal-coking,0
italy,2014,coal,coal-lignite,0
italy,2014,coal,coal-subbit,0.947
italy,2014,otherren,or-geo,5.9163
italy,2014,otherren,or-tidal,0
italy,2015,bio,bio-solid,3.9466
italy,2015,coal,coal-anthr,0
italy,2015,coal,coal-bitum,42.349
italy,2015,coal,coal-coking,0
italy,2015,coal,coal-lignite,0
italy,2015,coal,coal-subbit,0.852
italy,2015,otherren,or-geo,6.185
italy,2015,otherren,or-tidal,0
italy,2016,bio,bio-solid,4.1245
italy,2016,coal,coal-anthr,0
italy,2016,coal,coal-bitum,35.349
italy,2016,coal,coal-coking,0
italy,2016,coal,coal-lignite,0
italy,2016,coal,coal-subbit,0.258
italy,2016,otherren,or-geo,6.2886
italy,2016,otherren,or-tidal,0
italy,2017,bio,bio-solid,4.2318
italy,2017,coal,coal-anthr,0
italy,2017,coal,coal-bitum,32.6111
italy,2017,coal,coal-coking,0
italy,2017,coal,coal-lignite,0
italy,2017,coal,coal-subbit,0.0163
italy,2017,otherren,or-geo,6.2012
italy,2017,otherren,or-tidal,0
italy,2018,bio,bio-solid,4.1914
italy,2018,coal,coal-anthr,0
italy,2018,coal,coal-bitum,28.4699
italy,2018,coal,coal-coking,0
italy,2018,coal,coal-lignite,0
italy,2018,coal,coal-subbit,0
italy,2018,otherren,or-geo,6.1054
italy,2018,otherren,or-tidal,0
italy,2019,bio,bio-solid,4.2401
italy,2019,coal,coal-anthr,0
italy,2019,coal,coal-bitum,18.8394
italy,2019,coal,coal-coking,0
italy,2019,coal,coal-lignite,0
italy,2019,coal,coal-subbit,0
italy,2019,otherren,or-geo,6.0749
italy,2019,otherren,or-tidal,0
italy,2020,bio,bio-solid,4.4703
italy,2020,coal,coal-anthr,0
italy,2020,coal,coal-bitum,13.3795
italy,2020,coal,coal-coking,0
italy,2020,coal,coal-lignite,0
italy,2020,coal,coal-subbit,0
italy,2020,otherren,or-geo,6.0261
italy,2020,otherren,or-tidal,0
italy,2021,bio,bio-solid,4.5295
italy,2021,coal,coal-anthr,0
italy,2021,coal,coal-bitum,14.0219
italy,2021,coal,coal-coking,0
italy,2021,coal,coal-lignite,0
italy,2021,coal,coal-subbit,0
italy,2021,otherren,or-geo,5.9138
italy,2021,otherren,or-tidal,0
italy,2022,bio,bio-solid,4.3578
italy,2022,coal,coal-anthr,0
italy,2022,coal,coal-bitum,22.6067
italy,2022,coal,coal-coking,0
italy,2022,coal,coal-lignite,0
italy,2022,coal,coal-subbit,0
italy,2022,otherren,or-geo,5.8369
italy,2022,otherren,or-tidal,0
italy,2023,bio,bio-solid,3.4392
italy,2023,coal,coal-anthr,0
italy,2023,coal,coal-bitum,13.2199
italy,2023,coal,coal-coking,0
italy,2023,coal,coal-lignite,0
italy,2023,coal,coal-subbit,0
italy,2023,otherren,or-geo,5.6922
italy,2023,otherren,or-tidal,0
italy,2024,bio,bio-solid,4.1403
italy,2024,coal,coal-anthr,0
italy,2024,coal,coal-bitum,3.9484
italy,2024,coal,coal-coking,0
italy,2024,coal,coal-lignite,0
italy,2024,coal,coal-subbit,0
italy,2024,otherren,or-geo,5.675
italy,2024,otherren,or-tidal,0
nether,1990,bio,bio-solid,0.0345
nether,1990,coal,coal-anthr,0
nether,1990,coal,coal-bitum,25.014
nether,1990,coal,coal-coking,0
nether,1990,coal,coal-lignite,0
nether,1990,coal,coal-subbit,0
nether,1990,otherren,or-geo,0
nether,1990,otherren,or-tidal,0
nether,1991,bio,bio-solid,0.0345
nether,1991,coal,coal-anthr,0
nether,1991,coal,coal-bitum,22.664
nether,1991,coal,coal-coking,0
nether,1991,coal,coal-lignite,0
nether,1991,coal,coal-subbit,0
nether,1991,otherren,or-geo,0
nether,1991,otherren,or-tidal,0
nether,1992,bio,bio-solid,0.0313
nether,1992,coal,coal-anthr,0
nether,1992,coal,coal-bitum,22.629
nether,1992,coal,coal-coking,0
nether,1992,coal,coal-lignite,0
nether,1992,coal,coal-subbit,0
nether,1992,otherren,or-geo,0
nether,1992,otherren,or-tidal,0
nether,1993,bio,bio-solid,0.0258
nether,1993,coal,coal-anthr,0
nether,1993,coal,coal-bitum,21.406
nether,1993,coal,coal-coking,0
nether,1993,coal,coal-lignite,0
nether,1993,coal,coal-subbit,0
nether,1993,otherren,or-geo,0
nether,1993,otherren,or-tidal,0
nether,1994,bio,bio-solid,0.0321
nether,1994,coal,coal-anthr,0
nether,1994,coal,coal-bitum,24.107
nether,1994,coal,coal-coking,0
nether,1994,coal,coal-lignite,0
nether,1994,coal,coal-subbit,0
nether,1994,otherren,or-geo,0
nether,1994,otherren,or-tidal,0
nether,1995,bio,bio-solid,0.0409
nether,1995,coal,coal-anthr,0
nether,1995,coal,coal-bitum,27.399
nether,1995,coal,coal-coking,0
nether,1995,coal,coal-lignite,0
nether,1995,coal,coal-subbit,0
nether,1995,otherren,or-geo,0
nether,1995,otherren,or-tidal,0
nether,1996,bio,bio-solid,0.0723
nether,1996,coal,coal-anthr,0
nether,1996,coal,coal-bitum,25.817
nether,1996,coal,coal-coking,0
nether,1996,coal,coal-lignite,0
nether,1996,coal,coal-subbit,0
nether,1996,otherren,or-geo,0
nether,1996,otherren,or-tidal,0
nether,1997,bio,bio-solid,0.0706
nether,1997,coal,coal-anthr,0
nether,1997,coal,coal-bitum,24.438
nether,1997,coal,coal-coking,0
nether,1997,coal,coal-lignite,0
nether,1997,coal,coal-subbit,0
nether,1997,otherren,or-geo,0
nether,1997,otherren,or-tidal,0
nether,1998,bio,bio-solid,0.127
nether,1998,coal,coal-anthr,0
nether,1998,coal,coal-bitum,26.433
nether,1998,coal,coal-coking,0
nether,1998,coal,coal-lignite,0
nether,1998,coal,coal-subbit,0
nether,1998,otherren,or-geo,0
nether,1998,otherren,or-tidal,0
nether,1999,bio,bio-solid,0.2297
nether,1999,coal,coal-anthr,0
nether,1999,coal,coal-bitum,21.924
nether,1999,coal,coal-coking,0
nether,1999,coal,coal-lignite,0
nether,1999,coal,coal-subbit,0
nether,1999,otherren,or-geo,0
nether,1999,otherren,or-tidal,0
nether,2000,bio,bio-solid,0.4347
nether,2000,coal,coal-anthr,0
nether,2000,coal,coal-bitum,24.276
nether,2000,coal,coal-coking,0
nether,2000,coal,coal-lignite,0
nether,2000,coal,coal-subbit,0
nether,2000,otherren,or-geo,0
nether,2000,otherren,or-tidal,0
nether,2001,bio,bio-solid,0.8234
nether,2001,coal,coal-anthr,0
nether,2001,coal,coal-bitum,25.481
nether,2001,coal,coal-coking,0
nether,2001,coal,coal-lignite,0
nether,2001,coal,coal-subbit,0
nether,2001,otherren,or-geo,0
nether,2001,otherren,or-tidal,0
nether,2002,bio,bio-solid,1.2779
nether,2002,coal,coal-anthr,0
nether,2002,coal,coal-bitum,25.992
nether,2002,coal,coal-coking,0
nether,2002,coal,coal-lignite,0
nether,2002,coal,coal-subbit,0
nether,2002,otherren,or-geo,0
nether,2002,otherren,or-tidal,0
nether,2003,bio,bio-solid,1.0069
nether,2003,coal,coal-anthr,0
nether,2003,coal,coal-bitum,26.571
nether,2003,coal,coal-coking,0
nether,2003,coal,coal-lignite,0
nether,2003,coal,coal-subbit,0
nether,2003,otherren,or-geo,0
nether,2003,otherren,or-tidal,0
nether,2004,bio,bio-solid,1.4583
nether,2004,coal,coal-anthr,0
nether,2004,coal,coal-bitum,24.947
nether,2004,coal,coal-coking,0
nether,2004,coal,coal-lignite,0
nether,2004,coal,coal-subbit,0
nether,2004,otherren,or-geo,0
nether,2004,otherren,or-tidal,0
nether,2005,bio,bio-solid,2.2468
nether,2005,coal,coal-anthr,0
nether,2005,coal,coal-bitum,23.5
nether,2005,coal,coal-coking,0
nether,2005,coal,coal-lignite,0
nether,2005,coal,coal-subbit,0
nether,2005,otherren,or-geo,0
nether,2005,otherren,or-tidal,0
nether,2006,bio,bio-solid,1.8403
nether,2006,coal,coal-anthr,0
nether,2006,coal,coal-bitum,23.737
nether,2006,coal,coal-coking,0
nether,2006,coal,coal-lignite,0
nether,2006,coal,coal-subbit,0
nether,2006,otherren,or-geo,0
nether,2006,otherren,or-tidal,0
nether,2007,bio,bio-solid,1.97
nether,2007,coal,coal-anthr,0
nether,2007,coal,coal-bitum,24.917
nether,2007,coal,coal-coking,0
nether,2007,coal,coal-lignite,0
nether,2007,coal,coal-subbit,0
nether,2007,otherren,or-geo,0
nether,2007,otherren,or-tidal,0
nether,2008,bio,bio-solid,2.5627
nether,2008,coal,coal-anthr,0
nether,2008,coal,coal-bitum,23.483
nether,2008,coal,coal-coking,0
nether,2008,coal,coal-lignite,0
nether,2008,coal,coal-subbit,0
nether,2008,otherren,or-geo,0
nether,2008,otherren,or-tidal,0
nether,2009,bio,bio-solid,3.5497
nether,2009,coal,coal-anthr,0
nether,2009,coal,coal-bitum,24.278
nether,2009,coal,coal-coking,0
nether,2009,coal,coal-lignite,0
nether,2009,coal,coal-subbit,0
nether,2009,otherren,or-geo,0
nether,2009,otherren,or-tidal,0
nether,2010,bio,bio-solid,4.1974
nether,2010,coal,coal-anthr,0
nether,2010,coal,coal-bitum,22.588
nether,2010,coal,coal-coking,0
nether,2010,coal,coal-lignite,0
nether,2010,coal,coal-subbit,0
nether,2010,otherren,or-geo,0
nether,2010,otherren,or-tidal,0
nether,2011,bio,bio-solid,3.9767
nether,2011,coal,coal-anthr,0
nether,2011,coal,coal-bitum,21.39
nether,2011,coal,coal-coking,0
nether,2011,coal,coal-lignite,0
nether,2011,coal,coal-subbit,0
nether,2011,otherren,or-geo,0
nether,2011,otherren,or-tidal,0
nether,2012,bio,bio-solid,3.9604
nether,2012,coal,coal-anthr,0
nether,2012,coal,coal-bitum,24.212
nether,2012,coal,coal-coking,0
nether,2012,coal,coal-lignite,0
nether,2012,coal,coal-subbit,0
nether,2012,otherren,or-geo,0
nether,2012,otherren,or-tidal,0
nether,2013,bio,bio-solid,2.8987
nether,2013,coal,coal-anthr,0
nether,2013,coal,coal-bitum,24.614
nether,2013,coal,coal-coking,0
nether,2013,coal,coal-lignite,0
nether,2013,coal,coal-subbit,0
nether,2013,otherren,or-geo,0
nether,2013,otherren,or-tidal,0
nether,2014,bio,bio-solid,2.0987
nether,2014,coal,coal-anthr,0
nether,2014,coal,coal-bitum,29.485
nether,2014,coal,coal-coking,0
nether,2014,coal,coal-lignite,0
nether,2014,coal,coal-subbit,0
nether,2014,otherren,or-geo,0
nether,2014,otherren,or-tidal,0
nether,2015,bio,bio-solid,1.9265
nether,2015,coal,coal-anthr,0
nether,2015,coal,coal-bitum,39.3906
nether,2015,coal,coal-coking,0
nether,2015,coal,coal-lignite,0
nether,2015,coal,coal-subbit,0
nether,2015,otherren,or-geo,0
nether,2015,otherren,or-tidal,0
nether,2016,bio,bio-solid,1.9088
nether,2016,coal,coal-anthr,0
nether,2016,coal,coal-bitum,36.8167
nether,2016,coal,coal-coking,0
nether,2016,coal,coal-lignite,0
nether,2016,coal,coal-subbit,0
nether,2016,otherren,or-geo,0
nether,2016,otherren,or-tidal,0
nether,2017,bio,bio-solid,1.7761
nether,2017,coal,coal-anthr,0
nether,2017,coal,coal-bitum,31.379
nether,2017,coal,coal-coking,0
nether,2017,coal,coal-lignite,0
nether,2017,coal,coal-subbit,0
nether,2017,otherren,or-geo,0
nether,2017,otherren,or-tidal,0
nether,2018,bio,bio-solid,1.4893
nether,2018,coal,coal-anthr,0
nether,2018,coal,coal-bitum,27.5778
nether,2018,coal,coal-coking,0
nether,2018,coal,coal-lignite,0
nether,2018,coal,coal-subbit,0
nether,2018,otherren,or-geo,0
nether,2018,otherren,or-tidal,0
nether,2019,bio,bio-solid,2.845
nether,2019,coal,coal-anthr,0
nether,2019,coal,coal-bitum,17.6936
nether,2019,coal,coal-coking,0
nether,2019,coal,coal-lignite,0
nether,2019,coal,coal-subbit,0
nether,2019,otherren,or-geo,0
nether,2019,otherren,or-tidal,0
nether,2020,bio,bio-solid,5.7765
nether,2020,coal,coal-anthr,0
nether,2020,coal,coal-bitum,7.6173
nether,2020,coal,coal-coking,0
nether,2020,coal,coal-lignite,0
nether,2020,coal,coal-subbit,0
nether,2020,otherren,or-geo,0
nether,2020,otherren,or-tidal,0
nether,2021,bio,bio-solid,7.8417
nether,2021,coal,coal-anthr,0
nether,2021,coal,coal-bitum,14.5998
nether,2021,coal,coal-coking,0
nether,2021,coal,coal-lignite,0
nether,2021,coal,coal-subbit,0
nether,2021,otherren,or-geo,0
nether,2021,otherren,or-tidal,0
nether,2022,bio,bio-solid,6.7546
nether,2022,coal,coal-anthr,0
nether,2022,coal,coal-bitum,14.8022
nether,2022,coal,coal-coking,0
nether,2022,coal,coal-lignite,0
nether,2022,coal,coal-subbit,0
nether,2022,otherren,or-geo,0
nether,2022,otherren,or-tidal,0
nether,2023,bio,bio-solid,4.9554
nether,2023,coal,coal-anthr,0
nether,2023,coal,coal-bitum,8.7118
nether,2023,coal,coal-coking,0
nether,2023,coal,coal-lignite,0
nether,2023,coal,coal-subbit,0
nether,2023,otherren,or-geo,0
nether,2023,otherren,or-tidal,0
nether,2024,bio,bio-solid,4.2849
nether,2024,coal,coal-anthr,0
nether,2024,coal,coal-bitum,7.467
nether,2024,coal,coal-coking,0
nether,2024,coal,coal-lignite,0
nether,2024,coal,coal-subbit,0
nether,2024,otherren,or-geo,0
nether,2024,otherren,or-tidal,0
poland,1990,bio,bio-solid,0.055
poland,1990,coal,coal-anthr,0
poland,1990,coal,coal-bitum,75.774
poland,1990,coal,coal-coking,0
poland,1990,coal,coal-lignite,54.587
poland,1990,coal,coal-subbit,0
poland,1990,otherren,or-geo,0
poland,1990,otherren,or-tidal,0
poland,1991,bio,bio-solid,0.083
poland,1991,coal,coal-anthr,0
poland,1991,coal,coal-bitum,73.334
poland,1991,coal,coal-coking,0
poland,1991,coal,coal-lignite,55.416
poland,1991,coal,coal-subbit,0
poland,1991,otherren,or-geo,0
poland,1991,otherren,or-tidal,0
poland,1992,bio,bio-solid,0.111
poland,1992,coal,coal-anthr,0
poland,1992,coal,coal-bitum,72.001
poland,1992,coal,coal-coking,0
poland,1992,coal,coal-lignite,54.58
poland,1992,coal,coal-subbit,0
poland,1992,otherren,or-geo,0
poland,1992,otherren,or-tidal,0
poland,1993,bio,bio-solid,0.061
poland,1993,coal,coal-anthr,0
poland,1993,coal,coal-bitum,72.319
poland,1993,coal,coal-coking,0
poland,1993,coal,coal-lignite,55.354
poland,1993,coal,coal-subbit,0
poland,1993,otherren,or-geo,0
poland,1993,otherren,or-tidal,0
poland,1994,bio,bio-solid,0.051
poland,1994,coal,coal-anthr,0
poland,1994,coal,coal-bitum,73.784
poland,1994,coal,coal-coking,0
poland,1994,coal,coal-lignite,54.61
poland,1994,coal,coal-subbit,0
poland,1994,otherren,or-geo,0
poland,1994,otherren,or-tidal,0
poland,1995,bio,bio-solid,0.054
poland,1995,coal,coal-anthr,0
poland,1995,coal,coal-bitum,77.49
poland,1995,coal,coal-coking,0
poland,1995,coal,coal-lignite,54.275
poland,1995,coal,coal-subbit,0
poland,1995,otherren,or-geo,0
poland,1995,otherren,or-tidal,0
poland,1996,bio,bio-solid,0.119
poland,1996,coal,coal-anthr,0
poland,1996,coal,coal-bitum,80.504
poland,1996,coal,coal-coking,0.019
poland,1996,coal,coal-lignite,54.958
poland,1996,coal,coal-subbit,0
poland,1996,otherren,or-geo,0
poland,1996,otherren,or-tidal,0
poland,1997,bio,bio-solid,0.163
poland,1997,coal,coal-anthr,0
poland,1997,coal,coal-bitum,79.774
poland,1997,coal,coal-coking,0.003
poland,1997,coal,coal-lignite,54.964
poland,1997,coal,coal-subbit,0
poland,1997,otherren,or-geo,0
poland,1997,otherren,or-tidal,0
poland,1998,bio,bio-solid,0.207
poland,1998,coal,coal-anthr,0
poland,1998,coal,coal-bitum,78.088
poland,1998,coal,coal-coking,0
poland,1998,coal,coal-lignite,56.141
poland,1998,coal,coal-subbit,0
poland,1998,otherren,or-geo,0
poland,1998,otherren,or-tidal,0
poland,1999,bio,bio-solid,0.17
poland,1999,coal,coal-anthr,0
poland,1999,coal,coal-bitum,78.391
poland,1999,coal,coal-coking,0
poland,1999,coal,coal-lignite,54.935
poland,1999,coal,coal-subbit,0
poland,1999,otherren,or-geo,0
poland,1999,otherren,or-tidal,0
poland,2000,bio,bio-solid,0.19
poland,2000,coal,coal-anthr,0
poland,2000,coal,coal-bitum,82.419
poland,2000,coal,coal-coking,0
poland,2000,coal,coal-lignite,53.469
poland,2000,coal,coal-subbit,0
poland,2000,otherren,or-geo,0
poland,2000,otherren,or-tidal,0
poland,2001,bio,bio-solid,0.402
poland,2001,coal,coal-anthr,0
poland,2001,coal,coal-bitum,80.367
poland,2001,coal,coal-coking,0
poland,2001,coal,coal-lignite,54.603
poland,2001,coal,coal-subbit,0
poland,2001,otherren,or-geo,0
poland,2001,otherren,or-tidal,0
poland,2002,bio,bio-solid,0.379
poland,2002,coal,coal-anthr,0
poland,2002,coal,coal-bitum,79.898
poland,2002,coal,coal-coking,0.004
poland,2002,coal,coal-lignite,53.04
poland,2002,coal,coal-subbit,0
poland,2002,otherren,or-geo,0
poland,2002,otherren,or-tidal,0
poland,2003,bio,bio-solid,0.399
poland,2003,coal,coal-anthr,0
poland,2003,coal,coal-bitum,84.72
poland,2003,coal,coal-coking,0
poland,2003,coal,coal-lignite,55.938
poland,2003,coal,coal-subbit,0
poland,2003,otherren,or-geo,0
poland,2003,otherren,or-tidal,0
poland,2004,bio,bio-solid,0.8967
poland,2004,coal,coal-anthr,0
poland,2004,coal,coal-bitum,84.914
poland,2004,coal,coal-coking,0.157
poland,2004,coal,coal-lignite,56.05
poland,2004,coal,coal-subbit,0
poland,2004,otherren,or-geo,0
poland,2004,otherren,or-tidal,0
poland,2005,bio,bio-solid,1.3998
poland,2005,coal,coal-anthr,0
poland,2005,coal,coal-bitum,86.985
poland,2005,coal,coal-coking,0.138
poland,2005,coal,coal-lignite,54.758
poland,2005,coal,coal-subbit,0
poland,2005,otherren,or-geo,0
poland,2005,otherren,or-tidal,0
poland,2006,bio,bio-solid,1.8327
poland,2006,coal,coal-anthr,0
poland,2006,coal,coal-bitum,93.497
poland,2006,coal,coal-coking,0.146
poland,2006,coal,coal-lignite,53.365
poland,2006,coal,coal-subbit,0
poland,2006,otherren,or-geo,0
poland,2006,otherren,or-tidal,0
poland,2007,bio,bio-solid,2.3604
poland,2007,coal,coal-anthr,0
poland,2007,coal,coal-bitum,92.9
poland,2007,coal,coal-coking,0.147
poland,2007,coal,coal-lignite,50.962
poland,2007,coal,coal-subbit,0
poland,2007,otherren,or-geo,0
poland,2007,otherren,or-tidal,0
poland,2008,bio,bio-solid,3.3634
poland,2008,coal,coal-anthr,0
poland,2008,coal,coal-bitum,85.526
poland,2008,coal,coal-coking,0.145
poland,2008,coal,coal-lignite,53.224
poland,2008,coal,coal-subbit,0
poland,2008,otherren,or-geo,0
poland,2008,otherren,or-tidal,0
poland,2009,bio,bio-solid,4.9041
poland,2009,coal,coal-anthr,0
poland,2009,coal,coal-bitum,83.047
poland,2009,coal,coal-coking,0.107
poland,2009,coal,coal-lignite,50.234
poland,2009,coal,coal-subbit,0
poland,2009,otherren,or-geo,0
poland,2009,otherren,or-tidal,0
poland,2010,bio,bio-solid,5.9052
poland,2010,coal,coal-anthr,0
poland,2010,coal,coal-bitum,87.695
poland,2010,coal,coal-coking,0.168
poland,2010,coal,coal-lignite,48.651
poland,2010,coal,coal-subbit,0
poland,2010,otherren,or-geo,0
poland,2010,otherren,or-tidal,0
poland,2011,bio,bio-solid,7.1484
poland,2011,coal,coal-anthr,0
poland,2011,coal,coal-bitum,87.068
poland,2011,coal,coal-coking,0.161
poland,2011,coal,coal-lignite,52.529
poland,2011,coal,coal-subbit,0
poland,2011,otherren,or-geo,0
poland,2011,otherren,or-tidal,0
poland,2012,bio,bio-solid,9.5287
poland,2012,coal,coal-anthr,0
poland,2012,coal,coal-bitum,80.352
poland,2012,coal,coal-coking,0.167
poland,2012,coal,coal-lignite,54.054
poland,2012,coal,coal-subbit,0
poland,2012,otherren,or-geo,0
poland,2012,otherren,or-tidal,0
poland,2013,bio,bio-solid,7.9318
poland,2013,coal,coal-anthr,0
poland,2013,coal,coal-bitum,81.414
poland,2013,coal,coal-coking,0.154
poland,2013,coal,coal-lignite,56.15
poland,2013,coal,coal-subbit,0
poland,2013,otherren,or-geo,0
poland,2013,otherren,or-tidal,0
poland,2014,bio,bio-solid,9.1602
poland,2014,coal,coal-anthr,0
poland,2014,coal,coal-bitum,75.976
poland,2014,coal,coal-coking,0.179
poland,2014,coal,coal-lignite,53.365
poland,2014,coal,coal-subbit,0
poland,2014,otherren,or-geo,0
poland,2014,otherren,or-tidal,0
poland,2015,bio,bio-solid,9.0266
poland,2015,coal,coal-anthr,0
poland,2015,coal,coal-bitum,77.499
poland,2015,coal,coal-coking,0.195
poland,2015,coal,coal-lignite,52.825
poland,2015,coal,coal-subbit,0
poland,2015,otherren,or-geo,0
poland,2015,otherren,or-tidal,0
poland,2016,bio,bio-solid,6.9127
poland,2016,coal,coal-anthr,0
poland,2016,coal,coal-bitum,79.285
poland,2016,coal,coal-coking,0.117
poland,2016,coal,coal-lignite,50.92
poland,2016,coal,coal-subbit,0
poland,2016,otherren,or-geo,0
poland,2016,otherren,or-tidal,0
poland,2017,bio,bio-solid,5.3086
poland,2017,coal,coal-anthr,0
poland,2017,coal,coal-bitum,78.8138
poland,2017,coal,coal-coking,0.1788
poland,2017,coal,coal-lignite,52.166
poland,2017,coal,coal-subbit,0
poland,2017,otherren,or-geo,0
