# Electricity generation by source, TWh.
# Source: Our World in Data, "Electricity production by source" (Ember + Energy Institute
#   Statistical Review of World Energy + historical estimates). Licensed CC BY 4.0.
#   https://ourworldindata.org/grapher/electricity-production-by-source
# Trimmed to the entities in data/energy-sources.mjs by data/stage-energy-sources.mjs.
entity,year,coal,oil,gas,nuclear,hydro,wind,solar,bio,otherren
usa,1978,,,,290.9506,286.3285,,,,
usa,1979,,,,268.5838,285.9353,,,,
usa,1980,,,,264.3322,282.0021,,,,
usa,1981,,,,287.0247,266.5098,,,,
usa,1982,,,,297.656,315.5293,,,,
usa,1983,,,,309.1338,338.6776,0.0027,0.003,,
usa,1984,,,,344.8774,327.5872,0.0066,0.0053,,
usa,1985,1507.6647,107.7444,313.9204,403.885,287.1824,0.0058,0.0107,,
usa,1986,1490.1414,146.8655,267.2134,435.8295,296.975,0.0042,0.0142,,
usa,1987,1573.9584,127.4114,293.1407,479.232,255.4102,0.0036,0.0106,,
usa,1988,1656.6158,160.1071,271.8287,554.7085,228.3846,0.0009,0.0092,,
usa,1989,1711.4425,176.7296,379.1708,557.2155,274.7242,2.1334,0.2531,,
usa,1990,1725.1552,135.9787,400.8227,607.2228,292.2809,2.8168,0.3708,,
usa,1991,1722.5359,128.7651,410.2721,644.8054,287.326,2.9808,0.4783,,
usa,1992,1757.5013,107.6927,434.4886,651.3434,251.4257,2.9167,0.4088,,
usa,1993,1831.2108,121.2776,446.1578,642.4118,279.2509,3.0362,0.4752,,
usa,1994,1832.272,113.872,494.8588,674.1472,259.3413,3.4819,0.5019,,
usa,1995,1853.007,80.1657,533.3956,708.8444,311.2198,3.1962,0.5145,,
usa,1996,1945.7542,87.5389,489.3071,710.2406,347.5495,3.2667,0.5413,,
usa,1997,1998.2434,99.5214,515.4824,661.7307,355.9731,3.3212,0.5327,,
usa,1998,2029.0408,138.4948,571.2442,709.1601,322.0893,3.0563,0.5247,,
usa,1999,2037.8633,126.9471,598.2754,766.5833,316.6052,4.5333,0.5183,,
usa,2000,1966.27,116.02,614.99,753.89,270.03,5.59,0.49,60.73,14.09
usa,2001,1903.96,135.59,639.13,768.83,208.14,6.74,0.54,49.75,14.89
usa,2002,1933.13,103.69,691.01,780.06,255.59,10.35,0.55,53.71,16.14
usa,2003,1973.74,132.38,649.91,763.73,267.27,11.19,0.53,53.34,16.85
usa,2004,1978.3,129.88,710.1,788.53,259.93,14.14,0.58,53.54,16.95
usa,2005,2012.87,126.13,760.96,781.99,263.76,17.81,0.55,54.28,16.64
usa,2006,1990.51,71.61,816.44,787.22,282.69,26.59,0.51,54.86,16.51
usa,2007,2016.46,75.19,896.59,806.42,240.61,34.45,0.61,55.54,16.7
usa,2008,1985.8,55.43,882.98,806.21,248.54,55.36,0.86,55.03,17.32
usa,2009,1755.9,48.53,920.98,798.85,268.82,73.89,0.89,54.49,17.47
usa,2010,1847.29,47.5,987.7,806.97,254.7,94.65,1.21,56.09,17.83
usa,2011,1733.43,41.81,1013.69,790.2,312.93,120.18,1.82,56.67,18.14
usa,2012,1514.04,39.09,1225.89,769.33,271.29,140.82,4.33,57.62,18.26
usa,2013,1581.11,40.26,1124.84,789.02,263.88,167.84,9.04,60.86,18.76
usa,2014,1581.71,43.69,1126.61,797.17,253.19,181.65,28.92,63.99,19.08
usa,2015,1352.4,44.44,1333.48,797.18,243.99,190.72,39.03,63.63,19.12
usa,2016,1239.15,39.5,1378.31,805.69,261.13,226.99,54.87,62.76,19.16
usa,2017,1205.84,37.89,1296.44,804.95,293.84,254.3,77.28,62.73,19.04
usa,2018,1149.49,42.68,1469.13,807.08,286.62,272.67,93.36,61.83,18.69
usa,2019,964.96,37.44,1585.81,809.41,282.61,295.88,106.89,57.51,17.87
usa,2020,773.39,34.34,1624.17,789.88,279.95,337.94,130.72,54.7,18.09
usa,2021,898,35.2,1579.19,779.65,246.47,378.2,164.42,54.25,18.24
usa,2022,831.51,38.64,1687.06,771.54,248.76,434.3,205.07,51.85,18.16
usa,2023,675.11,33.13,1806.06,774.87,239.01,421.14,238.94,47.2,18.45
usa,2024,652.16,30.47,1869.9,781.86,237.04,451.9,303.75,46.42,17.52
usa,2025,737.15,31.72,1807.34,784.78,241.7,464.39,388.82,46.19,17.7
world,1900,3.7374,0,0,0,2.6214,0,0,0,0
world,1901,5.0817,0,0,0,3.3175,0,0,0,0
world,1902,6.3417,0,0,0,3.9147,0,0,0,0
world,1903,8.1267,0.0717,0,0,4.6577,0,0,0,0
world,1904,10.1888,0.1437,0,0,5.6083,0,0,0,0
world,1905,12.0951,0.2156,0,0,6.654,0,0,0,0
world,1906,13.6955,0.2878,0,0,7.8651,0,0,0,0
world,1907,15.6151,0.3582,0,0,9.2777,0,0,0,0
world,1908,17.8145,0.4257,0,0,11.4526,0,0,0,0
world,1909,20.2395,0.5253,0,0,13.3689,0,0,0,0
world,1910,22.6509,0.6236,0,0,15.4739,0,0,0,0
world,1911,25.1236,0.7249,0,0,18.3232,0,0,0,0
world,1912,28.444,0.8245,0,0,21.4805,0,0,0,0
world,1913,33.5825,1.1838,0,0,24.6369,0,0,0,0
world,1914,38.9765,1.321,0,0,27.8075,0,0,0,0
world,1915,42.5999,1.42,0,0,31.4548,0,0,0,0
world,1916,47.4695,1.518,0,0,35.4339,0,0,0,0.012
world,1917,52.8525,1.6115,0,0,38.9167,0,0,0,0.02
world,1918,52.8814,1.1822,0,0,48.1617,0,0,0,0.021
world,1919,52.2625,0.7592,0,0,55.077,0,0,0,0.014
world,1920,59.8983,3.739,0.9106,0,51.823,0,0,0,0.007
world,1921,59.9687,3.8891,1.0438,0,50.8132,0,0,0,0.019
world,1922,67.8407,4.4389,1.2502,0,56.8443,0,0,0,0.02
world,1923,78.4158,5.3758,1.572,0,62.0926,0,0,0,0.025
world,1924,86.2338,6.6277,2.7118,0,68.3359,0,0,0,0.027
world,1925,102.6937,5.5562,2.8775,0,75.374,0,0,0,0.031
world,1926,111.0633,5.5648,3.5274,0,87.4122,0,0,0,0.042
world,1927,122.6987,4.9788,4.3859,0,97.2493,0,0,0,0.051
world,1928,131.6204,5.4008,5.5533,0,109.2917,0,0,0,0.059
world,1929,147.2327,7.064,8.1191,0,116.9658,0,0,0,0.06
world,1930,147.2628,7.0912,8.953,0,119.5085,0,0,0,0.057
world,1931,143.2781,7.0769,10.9774,0,114.6824,0,0,0,0.053
world,1932,131.7816,7.5314,8.9376,0,118.4314,0,0,0,0.05
world,1933,142.6442,8.6578,8.6203,0,125.6742,0,0,0,0.076
world,1934,164.9631,8.8547,10.0225,0,132.8345,0,0,0,0.073
world,1935,179.528,9.7113,10.4434,0,151.619,0,0,0,0.082
world,1936,209.1767,12.0113,12.7791,0,161.2315,0,0,0,0.093
world,1937,230.3536,12.2962,13.7975,0,177.9774,0,0,0,0.125
world,1938,240.3723,12.8836,14.0791,0,180.5759,0,0,0,0.203
world,1939,270.3492,17.1751,16.8843,0,188.9158,0,0,0,0.488
world,1940,293.1721,16.2126,16.3224,0,196.1744,0,0,0,0.536
world,1941,326.2721,18.099,17.9428,0,213.3105,0,0,0,0.649
world,1942,345.8795,17.6807,21.4538,0,228.0939,0,0,0,0.893
world,1943,367.9917,19.4979,26.8638,0,249.1508,0,0,0,0.909
world,1944,350.3297,19.1216,31.4563,0,245.7427,0,0,0,0.279
world,1945,317.6024,17.8863,29.0302,0,239.5717,0,0,0,0.092
world,1946,319.5498,24.8028,30.7878,0,261.8394,0,0,0,0.239
world,1947,374.012,29.8519,37.2928,0,269.7288,0,0,0,0.672
world,1948,419.1459,31.0186,46.2078,0,290.2423,0,0,0,0.877
world,1949,431.4026,49.5479,55.4153,0,301.4559,0,0,0,1.056
world,1950,485.1512,57.966,66.2012,0,336.2399,0,0,0,1.278
world,1951,569.1492,47.4355,80.4904,0,368.3129,0,0,0,1.585
world,1952,604.3362,56.7193,95.4042,0,393.6217,0,0,0,1.839
world,1953,669.9913,69.5378,110.6945,0,406.9609,0,0,0,1.88
world,1954,735.9299,61.2642,128.8719,0,433.0945,0,0,0,1.881
world,1955,861.2668,69.5977,131.7772,0,469.8546,0,0,0,1.859
world,1956,954.7658,71.3621,144.6988,0.0612,509.0159,0,0,0,1.779
world,1957,1000.7537,80.3956,163.6947,0.4418,548.145,0,0,0,1.812
world,1958,1022.3617,90.4677,177.9894,0.4908,608.2609,0,0,0,1.93
world,1959,1136.4683,109.8364,217.8023,1.4971,627.6905,0,0,0,2.079
world,1960,1237.4553,139.9703,234.0221,2.888,686.4268,0,0,0.3818,2.544
world,1961,1303.6683,163.2792,257.2741,4.554,723.3621,0,0,0.3989,2.91
world,1962,1414.867,192.9071,285.5757,6.5928,760.8524,0,0,0.3963,3.259
world,1963,1526.4874,223.7441,316.2206,10.5824,800.0823,0,0,0.5346,3.665
world,1964,1651.4291,287.1396,351.4089,14.8921,829.973,0,0,0.5448,4.004
world,1965,1749.3475,325.7827,366.0711,25.5397,923.1981,0,0,0.5525,4.113
world,1966,1815.0444,395.5246,416.4288,34.4333,983.817,0,0,1.6456,4.18
world,1967,1898.849,471.7442,451.3218,41.006,1005.7424,0,0,1.8803,4.4131
world,1968,2029.726,553.3093,525.7948,52.1132,1059.2887,0,0,2.0634,5.0631
world,1969,2107.4617,704.923,590.0909,61.7834,1121.7424,0,0,2.3385,5.4258
world,1970,2137.4202,882.0764,676.398,78.8747,1174.6497,0,0,5.4664,5.3065
world,1971,2098.563,1109.671,697.22,109.7042,1227.2422,0,0,30.884,5.02
world,1972,2182.554,1322.059,737.377,152.1752,1284.629,0,0,30.794,5.967
world,1973,2337.735,1524.483,744.126,203.9016,1303.013,0,0,31.772,7.189
world,1974,2290.848,1481.526,782.21,266.6001,1431.2317,0,0,30.626,7.562
world,1975,2376.0388,1464.9299,806.904,369.8482,1448.8834,0,0,33.518,8.526
world,1976,2598.4392,1634.443,828.802,432.6714,1443.1366,0,0,35.761,9.367
world,1977,2695.148,1687.2161,858.914,538.5478,1491.6724,0,0,37.039,9.35
world,1978,2764.496,1765.0449,888.97,625.7944,1614.3823,0.003,0,37.77,9.143
world,1979,2943.038,1733.007,963.619,650.8599,1695.1862,0.006,0,38.853,11.272
world,1980,3130.3804,1667.9701,999.225,711.9242,1731.6493,0.0105,0,41.525,14.139
world,1981,3173.356,1594.7279,1027.089,840.7507,1768.9036,0.0105,0,42.624,15.928
world,1982,3256.323,1457.488,1052.0131,912.1775,1800.9081,0.0185,0,49.319,16.681
world,1983,3424.6162,1412.332,1079.1381,1033.8127,1877.7689,0.0328,0.003,50.884,18.654
world,1984,3569.465,1348.181,1210.261,1254.5685,1941.3734,0.0448,0.0063,52.55,21.235
world,1985,3748.3848,1110.7574,1426.3318,1488.9216,1979.2437,0.0642,0.0117,53.756,23.547
world,1986,3839.0095,1168.2734,1432.6915,1594.7357,2006.073,0.1388,0.0152,55.025,26.342
world,1987,4058.0767,1183.1753,1516.5096,1734.7332,2033.1924,0.1954,0.0106,55.442,28.612
world,1988,4200.6743,1256.5248,1540.98,1891.2493,2098.3489,0.3316,0.0102,57.82,28.949
world,1989,4376.982,1350.2001,1728.5537,1945.0106,2087.587,2.6498,0.2622,111.433,34.461
world,1990,4460.2417,1366.0886,1788.726,2000.596,2158.622,3.6325,0.3882,113.7921,36.9616
world,1991,4557.0664,1351.4479,1814.145,2096.3098,2208.5442,4.0861,0.5052,81.6393,37.9457
world,1992,4649.81,1329.7062,1828.4281,2112.223,2208.3147,4.7328,0.4666,92.8627,39.8597
world,1993,4727.7744,1268.5427,1862.4302,2184.9646,2341.3206,5.7042,0.5567,96.0014,40.7724
world,1994,4891.716,1303.7799,1923.7316,2225.9788,2355.9055,7.1317,0.597,101.0381,41.5911
world,1995,5038.7197,1261.7917,2034.872,2322.5298,2483.389,8.2721,0.6389,107.2261,40.442
world,1996,5279.495,1247.4423,2100.1453,2406.615,2516.815,9.2156,0.6992,107.8073,42.7159
world,1997,5395.6333,1245.281,2270.331,2390.0642,2561.3557,12.0282,0.7497,114.9099,42.9369
world,1998,5511.2114,1295.5315,2407.8464,2431.1948,2580.9333,15.9293,0.8119,116.834,45.9117
world,1999,5630.671,1267.9204,2600.2073,2523.7056,2600.4688,21.2269,0.9053,124.5495,49.2143
world,2000,5808.81,1324.32,2745.57,2540.46,2629.67,31.15,1.02,154.13,43.65
world,2001,5890.67,1285.24,2914.78,2613.17,2563.72,38.19,1.36,149.55,44.15
world,2002,6144.3,1271.84,3104.81,2654.78,2611.58,52.22,1.72,162.81,45.83
world,2003,6574.95,1296.25,3255.5,2601.05,2611.97,63.2,2.11,176.37,46.61
world,2004,6797.3,1263.66,3503.08,2719.41,2802.61,85.48,2.78,192.41,48.26
world,2005,7167.21,1277.89,3680.54,2726.97,2911.77,104.4,3.95,212.76,48.59
world,2006,7566.97,1175.78,3900.59,2761.59,3018.07,133.2,5.42,226.61,50.76
world,2007,8051.83,1196.05,4219.27,2703.49,3062.78,171.15,7.29,249.29,52.81
world,2008,8074.19,1171.72,4360.99,2694.72,3245.35,220.85,11.85,266.38,56.59
world,2009,7950.77,1071.16,4382.35,2656.76,3241.27,276.26,19.82,286.46,58.66
world,2010,8458,1078.66,4807.86,2725.91,3428.21,345.99,32.21,327.19,59.72
world,2011,8911.04,1186.76,4865.93,2610.34,3488.07,439.98,63.56,345.27,61.08
world,2012,8960.28,1238.6,5161.35,2432.22,3660.17,529.26,96.92,374.02,62.84
world,2013,9423.85,1196.83,5058.36,2448.52,3790.79,634.14,131.75,406.47,64.32
world,2014,9603.84,1143.66,5214.12,2498.73,3870.67,706.1,197.74,442.68,69.53
world,2015,9283.61,1133.29,5539.88,2532.93,3882.13,829.63,256.01,471.79,73.08
world,2016,9327.96,1085.11,5849.92,2571.05,4014.75,960.3,327.47,482.08,75.87
world,2017,9655.05,993.83,5973.6,2594.23,4054.03,1139.44,444.65,507.39,78.82
world,2018,10033.03,908.6,6224.56,2658.7,4176.84,1268.14,575.16,537.74,81.72
world,2019,9826.39,855.03,6401.31,2754.08,4227.76,1420.96,697.94,566,82.95
world,2020,9437.05,775.88,6382.94,2648.33,4347.02,1591.47,853.39,601.17,86.12
world,2021,10156.49,842.25,6556.63,2762.44,4288.7,1856.94,1053.99,655.3,86.33
world,2022,10240.44,887.42,6628.27,2639.64,4324.07,2107.66,1333.12,669.2,87.94
world,2023,10395.94,876.79,6699.42,2697.74,4240.11,2319.18,1664.14,683.62,88.4
world,2024,10538.94,853.84,6882.73,2777.11,4433.65,2509.5,2142.65,703.37,88.44
world,2025,10471.53,841.62,6921.14,2811.57,4434.97,2713.14,2778.64,710.41,89.33
